"","X","Month","Longitude","Latitude","hours","minutes","crime"
"1877",1877,"2005-02-27",76.2895598,26.1760129,9,35,"Hit And Run"
"1878",1878,"2007-11-08",75.3317969,26.4863061,18,47,"Murder"
"1879",1879,"2014-11-02",76.8984075,27.290756,8,52,"Chain"
"1880",1880,"2011-01-02",75.79614,26.8491214,2,56,"Kidnap"
"1881",1881,"2006-10-15",75.6523811,26.3638143,12,0,"Kidnap"
"1882",1882,"2010-03-08",75.8826638,26.7545608,7,8,"Rape"
"1883",1883,"2015-10-12",75.2500187,27.399175,4,28,"Rape"
"1884",1884,"2013-07-22",75.8189123,27.1429944,5,21,"Pick"
"1885",1885,"2010-04-07",76.0772111,26.7641835,5,34,"Kidnap"
"1886",1886,"2006-05-21",76.1470855,26.3174778,0,23,"Violence and Offence"
"1887",1887,"2014-11-15",75.3915793,27.2947258,18,52,"Hit And Run"
"1888",1888,"2010-01-19",76.2184903,26.7396228,14,5,"Pick"
"1889",1889,"2006-12-15",75.2427272,26.3830241,18,4,"Kidnap"
"1890",1890,"2006-11-24",76.2045709,26.3762107,18,4,"Robery"
"1891",1891,"2014-07-27",76.4275061,27.2596056,3,32,"Hit And Run"
"1892",1892,"2011-11-30",76.0022152,26.9540093,12,49,"Pick"
"1893",1893,"2014-03-27",76.3552071,27.2213465,4,42,"Pick"
"1894",1894,"2005-11-07",75.3610575,26.2558841,9,1,"Kidnap"
"1895",1895,"2010-11-10",75.9179747,26.8323895,21,14,"Chain"
"1896",1896,"2007-07-12",75.4103517,26.4489295,1,13,"Violence and Offence"
"1897",1897,"2015-04-24",76.4193977,27.3451289,1,12,"Pick"
"1898",1898,"2012-02-29",75.7176762,26.9824819,1,58,"Robery"
"1899",1899,"2013-04-08",75.4667497,27.110033,11,47,"Robery"
"1900",1900,"2015-07-08",75.5416853,27.3686806,8,54,"Violence and Offence"
"1901",1901,"2012-11-28",75.4589698,27.0687037,19,21,"Hit And Run"
"1902",1902,"2008-02-08",76.1956988,26.5152014,21,49,"Rape"
"1903",1903,"2010-11-21",76.6413969,26.8358146,9,27,"Pick"
"1904",1904,"2009-06-23",77.0148174,26.6733969,16,15,"Pick"
"1905",1905,"2005-01-16",75.5800532,26.1628635,21,13,"Murder"
"1906",1906,"2012-05-26",75.6889252,27.0099191,1,25,"Pick"
"1907",1907,"2007-04-28",75.22588,26.4253092,4,21,"Violence and Offence"
"1908",1908,"2008-09-18",76.0304292,26.5855208,13,5,"Violence and Offence"
"1909",1909,"2007-05-14",75.443868,26.43027,6,32,"Robery"
"1910",1910,"2015-05-31",76.6053891,27.3567581,8,56,"Chain"
"1911",1911,"2008-05-31",75.2362406,26.5508986,13,18,"Pick"
"1912",1912,"2014-07-27",76.5622578,27.2596605,9,55,"Kidnap"
"1913",1913,"2010-03-16",75.9386584,26.7573003,5,4,"Kidnap"
"1914",1914,"2008-01-03",76.6722224,26.5038719,9,26,"Robery"
"1915",1915,"2014-07-13",76.1192165,27.2552985,18,21,"Robery"
"1916",1916,"2006-12-14",76.8529959,26.3826031,12,57,"Robery"
"1917",1917,"2008-06-17",76.2901497,26.5562884,7,48,"Pick"
"1918",1918,"2011-01-23",76.3901336,26.8557189,9,50,"Murder"
"1919",1919,"2008-03-21",76.9063231,26.5285236,14,33,"Robery"
"1920",1920,"2008-09-08",76.0392863,26.5826342,5,51,"Hit And Run"
"1921",1921,"2015-06-25",76.8337568,27.3648059,14,21,"Hit And Run"
"1922",1922,"2014-01-10",76.9189649,27.1972812,13,7,"Rape"
"1923",1923,"2010-04-06",75.6026077,26.7638902,4,11,"Chain"
"1924",1924,"2014-05-05",75.2881966,27.2335062,8,9,"Robery"
"1925",1925,"2007-06-29",76.4422575,26.4448423,6,0,"Pick"
"1926",1926,"2006-01-10",76.3236599,26.2759137,19,12,"Violence and Offence"
"1927",1927,"2014-01-18",76.9605492,27.199847,6,56,"Robery"
"1928",1928,"2015-02-18",75.8696303,27.3246737,16,1,"Violence and Offence"
"1929",1929,"2011-03-23",75.3487503,26.8743147,22,58,"Pick"
"1930",1930,"2011-07-07",75.3846698,26.907776,7,22,"Rape"
"1931",1931,"2010-11-03",76.0489399,26.8301334,6,47,"Rape"
"1932",1932,"2012-05-26",75.6344232,27.01001,18,9,"Kidnap"
"1933",1933,"2015-01-14",75.7419219,27.3137303,2,10,"Murder"
"1934",1934,"2006-11-06",76.5745419,26.3704781,11,2,"Pick"
"1935",1935,"2013-08-10",75.2322005,27.1489507,0,20,"Chain"
"1936",1936,"2013-09-10",76.8731355,27.158733,22,34,"Robery"
"1937",1937,"2005-11-18",76.4019188,26.2592478,17,40,"Murder"
"1938",1938,"2014-09-08",76.2844381,27.2734065,7,1,"Hit And Run"
"1939",1939,"2005-11-22",75.4266466,26.2605014,18,20,"Robery"
"1940",1940,"2010-02-27",75.3324341,26.7519334,15,32,"Rape"
"1941",1941,"2008-08-13",75.954136,26.5742854,15,27,"Hit And Run"
"1942",1942,"2012-04-15",75.6749294,26.9970129,4,55,"Robery"
"1943",1943,"2008-09-09",75.7191606,26.5828793,20,9,"Pick"
"1944",1944,"2012-05-04",76.2527755,27.0030157,16,45,"Violence and Offence"
"1945",1945,"2014-04-06",75.7741118,27.2244543,14,28,"Rape"
"1946",1946,"2010-11-09",76.5380448,26.8322218,17,25,"Robery"
"1947",1947,"2014-05-16",76.3098462,27.2370326,7,57,"Pick"
"1948",1948,"2012-09-08",75.9064846,27.0429651,19,56,"Rape"
"1949",1949,"2014-02-22",75.4708474,27.2107627,12,30,"Chain"
"1950",1950,"2012-08-01",76.1383325,27.031044,22,25,"Murder"
"1951",1951,"2010-11-14",75.3000132,26.8337025,15,7,"Murder"
"1952",1952,"2007-08-22",76.0508083,26.4616127,9,41,"Hit And Run"
"1953",1953,"2013-02-23",75.7857546,27.0960063,5,8,"Kidnap"
"1954",1954,"2008-05-18",75.6729334,26.5466999,19,6,"Murder"
"1955",1955,"2009-03-27",76.8992213,26.6455388,14,0,"Pick"
"1956",1956,"2005-05-06",76.3959397,26.1976008,10,36,"Pick"
"1957",1957,"2010-04-01",75.7334214,26.762095,8,33,"Rape"
"1958",1958,"2014-06-04",75.3555509,27.243025,0,50,"Murder"
"1959",1959,"2010-04-04",76.1079437,26.7630394,0,41,"Rape"
"1960",1960,"2005-04-17",77.0111299,26.191616,0,19,"Hit And Run"
"1961",1961,"2008-11-29",76.9196427,26.6084532,7,32,"Hit And Run"
"1962",1962,"2006-03-26",75.5103838,26.2995965,6,4,"Robery"
"1963",1963,"2006-01-13",75.6380474,26.2770779,10,57,"Chain"
"1964",1964,"2015-10-30",75.2499056,27.4047579,9,27,"Rape"
"1965",1965,"2005-12-28",75.5666429,26.2718365,12,38,"Pick"
"1966",1966,"2011-05-31",76.2844027,26.8962522,6,53,"Robery"
"1967",1967,"2009-12-17",75.9531311,26.7290957,3,49,"Chain"
"1968",1968,"2008-07-26",75.6738833,26.5686596,8,36,"Murder"
"1969",1969,"2008-02-17",76.5541639,26.5181596,1,37,"Hit And Run"
"1970",1970,"2007-05-16",75.6224306,26.4307687,19,12,"Murder"
"1971",1971,"2015-05-12",76.6534737,27.3509472,8,17,"Robery"
"1972",1972,"2005-01-05",76.6068928,26.1593399,8,34,"Chain"
"1973",1973,"2015-03-10",76.4862693,27.3308962,19,56,"Pick"
"1974",1974,"2014-07-31",75.3393515,27.2609367,0,50,"Violence and Offence"
"1975",1975,"2015-09-22",76.5073875,27.392789,10,39,"Pick"
"1976",1976,"2015-04-18",76.1643152,27.3430949,12,52,"Hit And Run"
"1977",1977,"2006-11-04",75.5639925,26.3698804,3,28,"Robery"
"1978",1978,"2011-04-20",75.837942,26.883251,20,19,"Pick"
"1979",1979,"2015-09-23",76.7278907,27.3932219,17,21,"Pick"
"1980",1980,"2006-11-23",75.2929905,26.3759336,17,55,"Robery"
"1981",1981,"2015-08-19",75.4962406,27.38194,22,29,"Chain"
"1982",1982,"2007-02-09",76.2165289,26.400639,20,29,"Chain"
"1983",1983,"2007-01-07",75.5171683,26.3902551,13,43,"Pick"
"1984",1984,"2009-10-22",76.1992049,26.7115034,13,49,"Pick"
"1985",1985,"2006-11-04",75.3537091,26.3700693,16,42,"Pick"
"1986",1986,"2013-02-26",76.8879954,27.0971271,15,57,"Kidnap"
"1987",1987,"2011-04-27",76.7497196,26.8855967,5,58,"Rape"
"1988",1988,"2013-05-11",76.5003916,27.1204099,4,42,"Chain"
"1989",1989,"2015-09-16",76.5525131,27.390915,18,24,"Hit And Run"
"1990",1990,"2012-07-13",76.878606,27.0251896,21,27,"Chain"
"1991",1991,"2013-02-07",76.2852072,27.091019,16,28,"Kidnap"
"1992",1992,"2015-12-13",76.9876107,27.4185413,9,49,"Violence and Offence"
"1993",1993,"2015-03-19",75.7679302,27.3339412,1,35,"Robery"
"1994",1994,"2005-12-01",75.8472327,26.2634614,15,56,"Kidnap"
"1995",1995,"2014-03-07",76.3120562,27.2150215,10,15,"Hit And Run"
"1996",1996,"2005-12-11",76.4194977,26.2666292,18,11,"Pick"
"1997",1997,"2014-06-25",76.568617,27.2496163,10,0,"Pick"
"1998",1998,"2010-09-10",76.818242,26.8132043,9,35,"Violence and Offence"
"1999",1999,"2006-02-18",76.9670654,26.2884581,8,55,"Rape"
"2000",2000,"2007-03-27",76.1661977,26.4150763,1,19,"Pick"
"2001",2001,"2008-12-03",75.4511661,26.6097053,2,27,"Robery"
"2002",2002,"2012-05-01",76.8351154,27.0019644,12,47,"Pick"
"2003",2003,"2008-11-02",76.3461906,26.5997548,17,10,"Kidnap"
"2004",2004,"2015-05-01",76.8772755,27.3474495,5,34,"Kidnap"
"2005",2005,"2014-09-27",75.3872368,27.2792543,5,17,"Chain"
"2006",2006,"2005-03-03",75.8481289,26.1773057,21,30,"Kidnap"
"2007",2007,"2011-09-03",76.7410711,26.9261582,12,25,"Rape"
"2008",2008,"2007-09-06",76.1848667,26.4664519,7,55,"Rape"
"2009",2009,"2006-05-29",76.9857316,26.3198887,6,22,"Chain"
"2010",2010,"2012-06-30",75.2528562,27.0211391,13,7,"Murder"
"2011",2011,"2007-04-03",76.4107837,26.4171964,2,56,"Rape"
"2012",2012,"2015-12-20",75.6292462,27.4209513,14,27,"Hit And Run"
"2013",2013,"2015-07-27",76.5819448,27.3746235,14,39,"Pick"
"2014",2014,"2013-11-03",75.9180081,27.1756821,3,36,"Robery"
"2015",2015,"2008-04-02",76.6788614,26.5323859,22,17,"Pick"
"2016",2016,"2010-09-11",75.6093588,26.8135658,14,19,"Hit And Run"
"2017",2017,"2011-07-10",76.758219,26.9089447,11,12,"Violence and Offence"
"2018",2018,"2007-12-04",75.9331429,26.4943883,0,39,"Rape"
"2019",2019,"2011-04-19",75.9734479,26.8828428,0,46,"Kidnap"
"2020",2020,"2009-08-29",76.1495844,26.6944534,7,37,"Murder"
"2021",2021,"2015-06-12",75.8137164,27.3606535,4,31,"Pick"
"2022",2022,"2011-03-28",76.8749869,26.8760731,2,56,"Hit And Run"
"2023",2023,"2012-09-01",75.3261345,27.0409853,3,11,"Chain"
"2024",2024,"2014-10-27",75.672366,27.2887814,18,57,"Pick"
"2025",2025,"2005-06-16",75.2290728,26.2104555,5,40,"Pick"
"2026",2026,"2005-09-02",76.8071248,26.2349001,20,27,"Hit And Run"
"2027",2027,"2006-08-24",76.8492908,26.3473594,8,46,"Rape"
"2028",2028,"2009-10-02",75.8890667,26.7050429,8,58,"Robery"
"2029",2029,"2010-07-11",75.3717211,26.7939517,14,42,"Chain"
"2030",2030,"2012-12-17",76.0308814,27.0747607,12,41,"Pick"
"2031",2031,"2009-03-02",76.3218858,26.6376583,15,38,"Pick"
"2032",2032,"2006-12-16",75.6497309,26.3832304,5,38,"Robery"
"2033",2033,"2007-01-19",76.2874189,26.3939005,9,1,"Murder"
"2034",2034,"2005-12-09",76.9996306,26.2658779,0,9,"Kidnap"
"2035",2035,"2006-03-14",76.4192773,26.2958881,20,51,"Hit And Run"
"2036",2036,"2008-01-02",75.6825108,26.5036675,22,22,"Robery"
"2037",2037,"2009-11-13",76.0642772,26.7183082,21,4,"Rape"
"2038",2038,"2013-04-08",75.7540723,27.1098934,9,9,"Hit And Run"
"2039",2039,"2005-05-25",76.0686904,26.2035481,17,27,"Violence and Offence"
"2040",2040,"2011-09-19",76.3135978,26.9312679,12,12,"Chain"
"2041",2041,"2008-12-12",75.9147194,26.6125593,6,35,"Robery"
"2042",2042,"2007-08-02",77.0100819,26.4554494,0,18,"Robery"
"2043",2043,"2009-06-02",75.4702482,26.6666102,17,9,"Robery"
"2044",2044,"2005-11-14",76.6618432,26.2579085,2,32,"Murder"
"2045",2045,"2010-09-25",75.2076996,26.817868,17,50,"Hit And Run"
"2046",2046,"2010-01-07",76.0792737,26.7357806,13,28,"Kidnap"
"2047",2047,"2007-08-20",75.8409219,26.4611067,0,19,"Violence and Offence"
"2048",2048,"2013-06-08",76.8870728,27.1291678,13,10,"Rape"
"2049",2049,"2013-11-28",76.6930258,27.1836698,9,10,"Kidnap"
"2050",2050,"2012-12-15",75.8120509,27.0741044,4,12,"Kidnap"
"2051",2051,"2010-10-13",76.639351,26.8237312,3,17,"Hit And Run"
"2052",2052,"2014-12-25",76.9189116,27.3074147,7,55,"Chain"
"2053",2053,"2010-11-03",75.8127183,26.8303137,13,47,"Robery"
"2054",2054,"2013-07-18",76.3542954,27.1418631,11,5,"Kidnap"
"2055",2055,"2010-12-22",75.533796,26.8458926,9,12,"Violence and Offence"
"2056",2056,"2006-05-22",75.5283493,26.3177556,20,54,"Hit And Run"
"2057",2057,"2008-09-16",76.1165994,26.5850464,8,5,"Pick"
"2058",2058,"2013-05-16",77.0053936,27.1218459,13,46,"Pick"
"2059",2059,"2009-01-03",75.4047809,26.619257,8,56,"Violence and Offence"
"2060",2060,"2013-01-26",75.1949397,27.087333,5,56,"Robery"
"2061",2061,"2012-10-09",75.6810464,27.0528301,3,13,"Rape"
"2062",2062,"2012-05-09",76.6495494,27.0047102,20,19,"Kidnap"
"2063",2063,"2009-10-31",75.650567,26.7143936,4,20,"Violence and Offence"
"2064",2064,"2005-02-26",75.4017245,26.1758847,9,57,"Robery"
"2065",2065,"2015-05-23",75.7114858,27.3542312,6,54,"Pick"
"2066",2066,"2008-06-03",75.7654272,26.5518993,16,15,"Pick"
"2067",2067,"2012-02-24",76.4187662,26.9808766,4,29,"Robery"
"2068",2068,"2005-01-06",76.9531628,26.1597536,16,15,"Murder"
"2069",2069,"2013-12-06",75.9362431,27.1862636,14,24,"Violence and Offence"
"2070",2070,"2012-05-02",76.9671643,27.0024222,9,10,"Chain"
"2071",2071,"2009-09-30",75.2451017,26.7046477,19,2,"Chain"
"2072",2072,"2013-12-20",76.7998241,27.1905756,9,40,"Hit And Run"
"2073",2073,"2012-12-27",76.6232704,27.0776826,13,17,"Hit And Run"
"2074",2074,"2005-01-17",76.8019044,26.1630294,16,12,"Hit And Run"
"2075",2075,"2006-01-16",76.290766,26.2777954,14,56,"Robery"
"2076",2076,"2013-02-20",75.960702,27.0950082,14,57,"Robery"
"2077",2077,"2011-04-18",76.3403898,26.8825531,7,45,"Hit And Run"
"2078",2078,"2012-07-02",77.0160797,27.0216064,1,44,"Violence and Offence"
"2079",2079,"2014-12-01",76.1994966,27.2995973,11,6,"Pick"
"2080",2080,"2005-07-16",76.3561702,26.2199533,19,2,"Chain"
"2081",2081,"2005-09-24",75.7695713,26.2420755,10,51,"Kidnap"
"2082",2082,"2015-07-14",75.8188594,27.3705444,15,24,"Rape"
"2083",2083,"2009-09-04",75.5698933,26.6961875,17,56,"Violence and Offence"
"2084",2084,"2009-04-23",75.2751549,26.6541059,12,4,"Pick"
"2085",2085,"2012-11-20",76.918269,27.0661952,14,19,"Kidnap"
"2086",2086,"2007-01-29",76.807723,26.3970326,2,20,"Chain"
"2087",2087,"2012-06-17",76.0536555,27.0167821,8,50,"Hit And Run"
"2088",2088,"2008-11-22",75.5871908,26.6062542,3,26,"Murder"
"2089",2089,"2009-11-15",75.4111707,26.7190816,0,30,"Rape"
"2090",2090,"2006-12-23",75.5975918,26.3854841,20,23,"Robery"
"2091",2091,"2015-11-23",76.0823048,27.4123171,12,21,"Pick"
"2092",2092,"2007-07-23",75.5098,26.4521809,20,9,"Violence and Offence"
"2093",2093,"2007-08-12",76.5781627,26.4585382,12,30,"Robery"
"2094",2094,"2010-08-01",76.6776649,26.8005752,12,41,"Murder"
"2095",2095,"2005-06-13",76.983742,26.2094469,4,2,"Kidnap"
"2096",2096,"2009-02-06",75.5436397,26.630211,10,51,"Rape"
"2097",2097,"2013-12-31",76.9953433,27.1942054,17,28,"Violence and Offence"
"2098",2098,"2009-10-18",75.4201102,26.7103088,19,19,"Hit And Run"
"2099",2099,"2011-06-14",75.2366945,26.9004634,14,32,"Chain"
"2100",2100,"2007-12-10",75.4871463,26.4963789,15,58,"Robery"
"2101",2101,"2014-08-26",76.9130049,27.2690313,20,54,"Robery"
"2102",2102,"2009-01-30",76.2947601,26.6278431,16,7,"Pick"
"2103",2103,"2014-01-17",75.5043106,27.1995819,2,30,"Hit And Run"
"2104",2104,"2009-01-08",75.2940467,26.6209469,20,24,"Rape"
"2105",2105,"2009-06-20",76.937066,26.67233,3,33,"Violence and Offence"
"2106",2106,"2015-04-28",75.6816736,27.3463019,6,55,"Rape"
"2107",2107,"2013-05-03",75.6502755,27.1177357,6,17,"Hit And Run"
"2108",2108,"2014-12-02",75.5865841,27.300162,9,13,"Chain"
"2109",2109,"2013-10-04",76.002036,27.1665138,7,46,"Hit And Run"
"2110",2110,"2005-05-07",75.9583215,26.1979779,4,22,"Pick"
"2111",2111,"2012-01-02",75.6675084,26.9644129,7,52,"Violence and Offence"
"2112",2112,"2008-10-15",76.4120583,26.5942156,16,53,"Pick"
"2113",2113,"2007-08-13",76.3162819,26.4589817,2,27,"Pick"
"2114",2114,"2010-05-28",76.6008853,26.7801612,11,9,"Kidnap"
"2115",2115,"2012-06-04",76.8813432,27.0128962,0,9,"Pick"
"2116",2116,"2012-03-26",76.2636941,26.9906713,20,4,"Robery"
"2117",2117,"2006-05-20",76.7670679,26.3168612,21,29,"Chain"
"2118",2118,"2013-10-25",76.9660789,27.1729745,4,24,"Hit And Run"
"2119",2119,"2013-02-16",75.6142805,27.0938436,20,40,"Pick"
"2120",2120,"2008-10-18",76.2128694,26.5951598,3,27,"Pick"
"2121",2121,"2014-02-08",76.0622902,27.2065464,10,48,"Chain"
"2122",2122,"2015-10-16",75.5382596,27.4004059,16,40,"Hit And Run"
"2123",2123,"2010-01-04",76.3597235,26.7347162,1,52,"Chain"
"2124",2124,"2008-11-25",75.3420068,26.6069647,20,29,"Murder"
"2125",2125,"2015-10-21",76.0026227,27.4019498,6,29,"Murder"
"2126",2126,"2006-11-24",75.9778576,26.3763407,19,51,"Hit And Run"
"2127",2127,"2015-04-12",75.5124547,27.3414946,2,47,"Violence and Offence"
"2128",2128,"2010-06-27",75.6235719,26.7896693,1,53,"Hit And Run"
"2129",2129,"2009-01-15",76.7102169,26.6230607,16,34,"Kidnap"
"2130",2130,"2013-03-10",76.5186922,27.1009093,9,30,"Murder"
"2131",2131,"2008-02-27",75.4690534,26.5211746,9,55,"Rape"
"2132",2132,"2008-01-29",75.714065,26.5121896,8,53,"Robery"
"2133",2133,"2011-08-02",76.1511994,26.9158896,19,22,"Kidnap"
"2134",2134,"2005-10-17",76.2215514,26.2492666,19,20,"Pick"
"2135",2135,"2008-10-20",75.2876106,26.5957736,9,37,"Kidnap"
"2136",2136,"2012-02-07",75.6259182,26.9756704,2,55,"Chain"
"2137",2137,"2012-06-25",75.2956814,27.0194504,8,7,"Robery"
"2138",2138,"2006-07-31",76.2534229,26.3396412,6,25,"Murder"
"2139",2139,"2009-10-23",75.4751565,26.7117702,18,5,"Pick"
"2140",2140,"2014-10-26",75.8735281,27.2882866,6,2,"Chain"
"2141",2141,"2005-12-01",75.4598308,26.2635226,17,13,"Rape"
"2142",2142,"2008-09-23",75.2972066,26.5871686,0,33,"Kidnap"
"2143",2143,"2012-09-10",76.5268543,27.0438019,22,36,"Chain"
"2144",2144,"2011-11-27",76.2641349,26.9529798,0,36,"Pick"
"2145",2145,"2008-06-27",75.9513789,26.5593245,7,34,"Chain"
"2146",2146,"2010-03-26",75.5123808,26.7602328,18,52,"Chain"
"2147",2147,"2005-09-14",76.415399,26.2387463,6,0,"Chain"
"2148",2148,"2012-10-19",75.7041496,27.056007,19,55,"Rape"
"2149",2149,"2015-01-22",76.562165,27.3160594,14,15,"Murder"
"2150",2150,"2014-01-22",75.7351838,27.201105,6,51,"Robery"
"2151",2151,"2008-07-15",75.4277084,26.5652025,18,29,"Chain"
"2152",2152,"2013-04-22",75.3300211,27.11446,5,2,"Chain"
"2153",2153,"2012-12-21",75.4604498,27.0760175,21,57,"Hit And Run"
"2154",2154,"2010-04-10",76.4903768,26.7649942,8,24,"Rape"
"2155",2155,"2014-11-08",76.9953618,27.2924865,7,11,"Pick"
"2156",2156,"2011-03-31",76.1811344,26.8771034,12,0,"Pick"
"2157",2157,"2012-04-05",75.9318187,26.9939867,5,19,"Violence and Offence"
"2158",2158,"2011-01-03",75.7394337,26.8495786,12,53,"Chain"
"2159",2159,"2013-12-02",76.2730687,27.1849431,9,19,"Chain"
"2160",2160,"2014-02-21",75.385762,27.2106087,10,32,"Chain"
"2161",2161,"2008-01-13",76.2314304,26.5071264,16,30,"Murder"
"2162",2162,"2011-10-04",76.8767404,26.9358618,3,38,"Hit And Run"
"2163",2163,"2005-05-25",75.2139217,26.2035967,13,50,"Hit And Run"
"2164",2164,"2007-02-08",76.2259888,26.4002613,11,50,"Rape"
"2165",2165,"2014-05-27",76.2822057,27.2405583,21,4,"Chain"
"2166",2166,"2011-11-12",75.3675933,26.9481324,4,6,"Violence and Offence"
"2167",2167,"2013-12-19",76.4253851,27.1904939,16,41,"Chain"
"2168",2168,"2008-03-16",75.3997046,26.527045,4,53,"Hit And Run"
"2169",2169,"2009-10-15",76.6170688,26.7092853,13,8,"Pick"
"2170",2170,"2007-12-14",76.8549036,26.4978229,12,28,"Chain"
"2171",2171,"2011-05-05",75.3842101,26.8879141,16,43,"Hit And Run"
"2172",2172,"2015-01-27",75.7482351,27.3175794,2,54,"Kidnap"
"2173",2173,"2008-11-06",76.9880684,26.6009502,18,24,"Robery"
"2174",2174,"2008-12-03",76.0642968,26.6096883,20,0,"Hit And Run"
"2175",2175,"2013-01-10",75.7668342,27.0820844,3,56,"Hit And Run"
"2176",2176,"2015-11-17",75.2826322,27.4105263,22,20,"Kidnap"
"2177",2177,"2010-12-31",75.9866436,26.8485338,12,29,"Hit And Run"
"2178",2178,"2012-06-02",76.2649689,27.0123491,3,3,"Chain"
"2179",2179,"2007-12-17",75.5646711,26.4985459,18,46,"Violence and Offence"
"2180",2180,"2011-02-21",75.7069806,26.8651029,6,53,"Violence and Offence"
"2181",2181,"2015-06-25",76.188624,27.3645791,7,19,"Rape"
"2182",2182,"2014-09-02",76.2035973,27.2714452,16,11,"Hit And Run"
"2183",2183,"2006-07-02",76.6618362,26.3304762,9,9,"Hit And Run"
"2184",2184,"2012-04-17",75.6167813,26.9976648,7,23,"Rape"
"2185",2185,"2013-07-28",75.373276,27.1450489,13,27,"Hit And Run"
"2186",2186,"2014-02-07",76.5678509,27.2060579,17,35,"Violence and Offence"
"2187",2187,"2012-11-09",76.7185948,27.0626914,1,22,"Murder"
"2188",2188,"2005-01-01",76.4461221,26.1580092,19,47,"Chain"
"2189",2189,"2010-07-09",75.58822,26.7933411,2,2,"Kidnap"
"2190",2190,"2011-07-06",76.207537,26.907662,7,33,"Kidnap"
"2191",2191,"2012-08-24",75.2186899,27.0384487,18,51,"Violence and Offence"
"2192",2192,"2015-12-12",76.4052475,27.4183474,14,5,"Murder"
"2193",2193,"2015-06-27",75.5556079,27.3652059,9,42,"Rape"
"2194",2194,"2010-09-30",75.4557107,26.8195768,8,45,"Chain"
"2195",2195,"2011-06-29",76.9195608,26.9054727,15,12,"Murder"
"2196",2196,"2014-10-19",75.4256425,27.2862737,20,35,"Hit And Run"
"2197",2197,"2006-10-10",76.2272803,26.3622547,19,39,"Pick"
"2198",2198,"2005-05-29",75.4978695,26.2047804,8,41,"Rape"
"2199",2199,"2010-09-18",76.6865866,26.8157102,11,43,"Pick"
"2200",2200,"2011-10-31",75.32388,26.9445786,18,35,"Pick"
"2201",2201,"2012-11-11",76.3189978,27.0633541,14,24,"Hit And Run"
"2202",2202,"2011-06-25",76.1828281,26.9040465,3,53,"Chain"
"2203",2203,"2007-11-05",75.763758,26.4852965,1,45,"Hit And Run"
"2204",2204,"2008-06-11",76.6482088,26.554325,2,31,"Pick"
"2205",2205,"2006-03-08",76.1545564,26.2940604,11,3,"Rape"
"2206",2206,"2010-08-23",75.4745798,26.8075825,14,30,"Robery"
"2207",2207,"2013-03-06",76.6151877,27.0994864,3,50,"Rape"
"2208",2208,"2010-06-15",75.7602517,26.7857876,13,25,"Rape"
"2209",2209,"2007-08-24",76.0233686,26.46235,5,22,"Pick"
"2210",2210,"2011-04-10",76.5073679,26.8800051,2,37,"Pick"
"2211",2211,"2014-12-28",76.1809305,27.308316,13,6,"Pick"
"2212",2212,"2010-03-07",76.680823,26.7541799,19,42,"Pick"
"2213",2213,"2015-02-16",76.053353,27.3238795,0,18,"Kidnap"
"2214",2214,"2014-05-28",75.9509941,27.2408221,8,12,"Pick"
"2215",2215,"2012-04-11",76.1451824,26.9956898,3,17,"Violence and Offence"
"2216",2216,"2006-02-19",75.256853,26.2885837,1,7,"Robery"
"2217",2217,"2014-11-06",75.7019384,27.2918067,10,1,"Pick"
"2218",2218,"2011-02-15",76.896456,26.8630776,4,29,"Rape"
"2219",2219,"2011-06-20",75.1972052,26.9025978,11,49,"Rape"
"2220",2220,"2010-10-07",75.3057586,26.8217753,8,11,"Pick"
"2221",2221,"2009-08-31",76.8176301,26.6951053,9,19,"Violence and Offence"
"2222",2222,"2008-11-04",75.3564856,26.6005176,15,32,"Rape"
"2223",2223,"2006-02-20",76.5501525,26.2890725,8,43,"Robery"
"2224",2224,"2014-10-28",75.7384506,27.2890759,17,30,"Chain"
"2225",2225,"2012-11-14",75.9277864,27.0643321,20,3,"Murder"
"2226",2226,"2008-11-29",75.6285533,26.6082512,4,21,"Hit And Run"
"2227",2227,"2011-02-01",75.4163265,26.8587614,18,44,"Robery"
"2228",2228,"2008-03-22",76.9785507,26.5289714,18,20,"Chain"
"2229",2229,"2005-04-17",75.4713513,26.1914687,12,39,"Pick"
"2230",2230,"2009-06-22",77.0010691,26.672938,16,9,"Pick"
"2231",2231,"2010-02-26",76.3284632,26.7514157,11,56,"Chain"
"2232",2232,"2005-01-01",76.5231701,26.1581325,19,4,"Kidnap"
"2233",2233,"2013-01-26",76.8557849,27.0873707,4,42,"Rape"
"2234",2234,"2009-10-20",75.3998453,26.7107544,7,48,"Hit And Run"
"2235",2235,"2011-12-11",76.4029228,26.9574667,5,51,"Robery"
"2236",2236,"2008-01-30",76.8066014,26.5126441,6,23,"Pick"
"2237",2237,"2011-04-19",76.6179354,26.8828775,20,9,"Violence and Offence"
"2238",2238,"2006-03-27",75.8986852,26.29995,20,53,"Hit And Run"
"2239",2239,"2009-01-26",76.269875,26.6267566,10,20,"Robery"
"2240",2240,"2014-05-10",76.129285,27.2352218,9,51,"Pick"
"2241",2241,"2014-12-05",76.5080662,27.3008453,15,24,"Chain"
"2242",2242,"2014-07-17",76.6069214,27.2564482,9,17,"Hit And Run"
"2243",2243,"2012-04-25",76.7712318,27.0002477,1,30,"Murder"
"2244",2244,"2013-01-15",76.4792225,27.0838984,3,16,"Robery"
"2245",2245,"2005-10-02",75.8344788,26.2445782,1,39,"Pick"
